labels,id,props
[Airport],8661,"{id: 35, iata: EWR, location: point({srid:4326, x:-74.168701171875, y:40.6925010681152}), runways: 3, altitude: 17, icao: KEWR, descr: Newark, Liberty, longest: 11000, city: Newark}"
[Airport],8662,"{id: 36, iata: CID, location: point({srid:4326, x:-91.7108001708984, y:41.8847007751465}), runways: 2, altitude: 869, icao: KCID, descr: The Eastern Iowa Airport, longest: 8600, city: Cedar Rapids}"
[Airport],8663,"{id: 37, iata: HNL, location: point({srid:4326, x:-157.921997070312, y:21.3187007904053}), runways: 4, altitude: 13, icao: PHNL, descr: Honolulu International Airport, longest: 12312, city: Honolulu}"
[Airport],8664,"{id: 38, iata: HOU, location: point({srid:4326, x:-95.27890015, y:29.64539909}), runways: 4, altitude: 46, icao: KHOU, descr: Houston Hobby, longest: 7602, city: Houston}"
[Airport],8665,"{id: 39, iata: ELP, location: point({srid:4326, x:-106.3779984, y:31.80719948}), runways: 3, altitude: 3961, icao: KELP, descr: El Paso International Airport, longest: 12020, city: El Paso}"
[Airport],8666,"{id: 40, iata: SJU, location: point({srid:4326, x:-66.0018005371, y:18.4393997192}), runways: 2, altitude: 9, icao: TJSJ, descr: Puerto Rico, Luis Munoz International Airport, longest: 10400, city: San Juan}"
[Airport],8667,"{id: 41, iata: CLE, location: point({srid:4326, x:-81.8498001099, y:41.4117012024}), runways: 3, altitude: 799, icao: KCLE, descr: Cleveland, Hopkins International Airport, longest: 9956, city: Cleveland}"
[Airport],8668,"{id: 42, iata: OAK, location: point({srid:4326, x:-122.221000671387, y:37.7212982177734}), runways: 4, altitude: 9, icao: KOAK, descr: Oakland, longest: 10520, city: Oakland}"
[Airport],8669,"{id: 43, iata: TUS, location: point({srid:4326, x:-110.94100189209, y:32.1161003112793}), runways: 3, altitude: 2643, icao: KTUS, descr: Tucson International Airport, longest: 10996, city: Tucson}"
[Airport],8670,"{id: 44, iata: SAF, location: point({srid:4326, x:-106.088996887, y:35.617099762}), runways: 3, altitude: 6348, icao: KSAF, descr: Santa Fe, longest: 8366, city: Santa Fe}"
[Airport],8671,"{id: 45, iata: PHL, location: point({srid:4326, x:-75.241096496582, y:39.871898651123}), runways: 4, altitude: 36, icao: KPHL, descr: Philadelphia International Airport, longest: 10506, city: Philadelphia}"
[Airport],8672,"{id: 46, iata: DTW, location: point({srid:4326, x:-83.353401184082, y:42.2123985290527}), runways: 6, altitude: 645, icao: KDTW, descr: Detroit Metropolitan, Wayne County, longest: 12003, city: Detroit}"
[Airport],8673,"{id: 47, iata: YYZ, location: point({srid:4326, x:-79.6305999756, y:43.6772003174}), runways: 5, altitude: 569, icao: CYYZ, descr: Toronto Pearson International Airport, longest: 11120, city: Toronto}"
[Airport],8674,"{id: 48, iata: YVR, location: point({srid:4326, x:-123.183998108, y:49.193901062}), runways: 3, altitude: 14, icao: CYVR, descr: Vancouver International Airport, longest: 11500, city: Vancouver}"
[Airport],8675,"{id: 49, iata: LHR, location: point({srid:4326, x:-0.461941003799, y:51.4706001282}), runways: 2, altitude: 83, icao: EGLL, descr: London Heathrow, longest: 12799, city: London}"
[Airport],8676,"{id: 50, iata: LGW, location: point({srid:4326, x:-0.190277993679047, y:51.1481018066406}), runways: 2, altitude: 202, icao: EGKK, descr: London Gatwick, longest: 10364, city: London}"
[Airport],8677,"{id: 51, iata: CDG, location: point({srid:4326, x:2.54999995232, y:49.0127983093}), runways: 4, altitude: 392, icao: LFPG, descr: Paris Charles de Gaulle, longest: 13829, city: Paris}"
[Airport],8678,"{id: 52, iata: FRA, location: point({srid:4326, x:8.54312992096, y:50.0264015198}), runways: 4, altitude: 364, icao: EDDF, descr: Frankfurt am Main, longest: 13123, city: Frankfurt}"
[Airport],8679,"{id: 53, iata: HEL, location: point({srid:4326, x:24.9633007049561, y:60.3171997070312}), runways: 3, altitude: 179, icao: EFHK, descr: Helsinki Ventaa, longest: 11286, city: Helsinki}"
[Airport],8680,"{id: 54, iata: NRT, location: point({srid:4326, x:140.386001587, y:35.7647018433}), runways: 2, altitude: 141, icao: RJAA, descr: Tokyo Narita, longest: 13123, city: Tokyo}"
[Airport],8681,"{id: 55, iata: SYD, location: point({srid:4326, x:151.177001953125, y:-33.9460983276367}), runways: 3, altitude: 21, icao: YSSY, descr: Sydney Kingsford Smith, longest: 12999, city: Sydney}"
[Airport],8682,"{id: 56, iata: SIN, location: point({srid:4326, x:103.994003295898, y:1.3501900434494}), runways: 3, altitude: 22, icao: WSSS, descr: Singapore, Changi International Airport, longest: 13123, city: Singapore}"
[Airport],8683,"{id: 57, iata: MEL, location: point({srid:4326, x:144.843002319336, y:-37.6733016967773}), runways: 2, altitude: 434, icao: YMML, descr: Melbourne International Airport, longest: 11998, city: Melbourne}"
[Airport],8684,"{id: 58, iata: DXB, location: point({srid:4326, x:55.3643989563, y:25.2527999878}), runways: 2, altitude: 62, icao: OMDB, descr: Dubai International Airport, longest: 13124, city: Dubai}"
[Airport],8685,"{id: 59, iata: DEL, location: point({srid:4326, x:77.1031036376953, y:28.566499710083}), runways: 3, altitude: 777, icao: VIDP, descr: Indira Gandhi International Airport, longest: 14534, city: New Delhi}"
[Airport],8686,"{id: 60, iata: DUB, location: point({srid:4326, x:-6.27007007598877, y:53.4212989807129}), runways: 2, altitude: 242, icao: EIDW, descr: Dublin International Airport, longest: 8652, city: Dublin}"
[Airport],8687,"{id: 61, iata: HKG, location: point({srid:4326, x:113.915000916, y:22.3089008331}), runways: 2, altitude: 28, icao: VHHH, descr: Hong Kong - Chek Lap Kok International Airport, longest: 12467, city: Hong Kong}"
[Airport],8688,"{id: 62, iata: PER, location: point({srid:4326, x:115.967002868652, y:-31.940299987793}), runways: 2, altitude: 67, icao: YPPH, descr: Perth International Airport, longest: 11299, city: Perth}"
[Airport],8689,"{id: 63, iata: AKL, location: point({srid:4326, x:174.792007446, y:-37.0080986023}), runways: 2, altitude: 23, icao: NZAA, descr: Auckland International Airport, longest: 11926, city: Auckland}"
[Airport],8690,"{id: 64, iata: PEK, location: point({srid:4326, x:116.584999084473, y:40.0801010131836}), runways: 3, altitude: 116, icao: ZBAA, descr: Beijing Capital International Airport, longest: 12468, city: Beijing}"
[Airport],8691,"{id: 65, iata: WLG, location: point({srid:4326, x:174.804992676, y:-41.3272018433}), runways: 1, altitude: 41, icao: NZWN, descr: Wellington International Airport, longest: 6352, city: Wellington}"
[Airport],8692,"{id: 66, iata: BNE, location: point({srid:4326, x:153.117004394531, y:-27.3841991424561}), runways: 2, altitude: 13, icao: YBBN, descr: Brisbane International Airport, longest: 11680, city: Brisbane}"
[Airport],8693,"{id: 67, iata: PVG, location: point({srid:4326, x:121.805000305176, y:31.1434001922607}), runways: 2, altitude: 13, icao: ZSPD, descr: Shanghai - Pudong International Airport, longest: 13123, city: Shanghai}"
[Airport],8694,"{id: 68, iata: FCO, location: point({srid:4326, x:12.2508001328, y:41.8045005798}), runways: 3, altitude: 15, icao: LIRF, descr: Leonardo da Vinci-Fiumicino International Airport, longest: 12795, city: Rome}"
[Airport],8695,"{id: 69, iata: BOM, location: point({srid:4326, x:72.8678970337, y:19.0886993408}), runways: 2, altitude: 39, icao: VABB, descr: Mumbai, Chhatrapati Shivaji International Airport, longest: 11302, city: Mumbai}"
[Airport],8696,"{id: 70, iata: AMS, location: point({srid:4326, x:4.76388978958, y:52.3086013794}), runways: 6, altitude: -11, icao: EHAM, descr: Amsterdam Airport Schiphol, longest: 12467, city: Amsterdam}"
[Airport],8697,"{id: 71, iata: KUL, location: point({srid:4326, x:101.709999084473, y:2.74557995796204}), runways: 3, altitude: 69, icao: WMKK, descr: Kuala Lumpur International Airport, longest: 13288, city: Kuala Lumpur}"
[Airport],8698,"{id: 72, iata: PRG, location: point({srid:4326, x:14.2600002288818, y:50.1007995605469}), runways: 2, altitude: 1247, icao: LKPR, descr: Prague, Ruzyne International Airport, longest: 12189, city: Prague}"
[Airport],8699,"{id: 73, iata: BCN, location: point({srid:4326, x:2.07845997810364, y:41.2971000671387}), runways: 3, altitude: 12, icao: LEBL, descr: Barcelona International Airport, longest: 11654, city: Barcelona}"
[Airport],8700,"{id: 74, iata: MAD, location: point({srid:4326, x:-3.56676, y:40.4936}), runways: 3, altitude: 1998, icao: LEMD, descr: Adolfo Suarez Barajas Airport International Airport, longest: 13711, city: Madrid}"
[Airport],8701,"{id: 75, iata: VIE, location: point({srid:4326, x:16.5697002410889, y:48.1102981567383}), runways: 2, altitude: 600, icao: LOWW, descr: Vienna International Airport, longest: 11811, city: Vienna}"
[Airport],8702,"{id: 76, iata: ZRH, location: point({srid:4326, x:8.54916954040527, y:47.4646987915039}), runways: 3, altitude: 1416, icao: LSZH, descr: Zurich-Kloten Airport, longest: 12139, city: Zurich}"
[Airport],8703,"{id: 77, iata: GVA, location: point({srid:4326, x:6.10895013809204, y:46.2380981445312}), runways: 2, altitude: 1411, icao: LSGG, descr: Geneva-Cointrin International Airport, longest: 12795, city: Geneva}"
[Airport],8704,"{id: 78, iata: YOW, location: point({srid:4326, x:-75.6691970825, y:45.3224983215}), runways: 3, altitude: 374, icao: CYOW, descr: Ottawa Macdonald-Cartier International Airport, longest: 10000, city: Ottawa}"
[Airport],8705,"{id: 79, iata: BRU, location: point({srid:4326, x:4.48443984985, y:50.9014015198}), runways: 3, altitude: 184, icao: EBBR, descr: Brussels Airport, longest: 11936, city: Brussels}"
[Airport],8706,"{id: 80, iata: MUC, location: point({srid:4326, x:11.7861003875732, y:48.3538017272949}), runways: 2, altitude: 1487, icao: EDDM, descr: Munich International Airport, longest: 13123, city: Munich}"
[Airport],8707,"{id: 81, iata: CHC, location: point({srid:4326, x:172.531997680664, y:-43.4893989562988}), runways: 3, altitude: 123, icao: NZCH, descr: Christchurch International Airport, longest: 10787, city: Christchurch}"
[Airport],8708,"{id: 82, iata: CBR, location: point({srid:4326, x:149.195007324219, y:-35.3069000244141}), runways: 2, altitude: 1886, icao: YSCB, descr: Canberra International Airport, longest: 10771, city: Canberra}"
[Airport],8709,"{id: 83, iata: RSW, location: point({srid:4326, x:-81.7552032470703, y:26.5361995697021}), runways: 1, altitude: 30, icao: KRSW, descr: Southwest Florida International Airport, longest: 12000, city: Fort Myers}"
[Airport],8710,"{id: 84, iata: MAN, location: point({srid:4326, x:-2.27495002746582, y:53.3536987304688}), runways: 2, altitude: 257, icao: EGCC, descr: Manchester Airport, longest: 10000, city: Manchester}"
[Airport],8711,"{id: 85, iata: YUL, location: point({srid:4326, x:-73.7407989502, y:45.4706001282}), runways: 3, altitude: 118, icao: CYUL, descr: Montreal / Pierre Elliott Trudeau International Airport, longest: 11000, city: Montreal}"
[Airport],8712,"{id: 86, iata: YEG, location: point({srid:4326, x:-113.580001831, y:53.3097000122}), runways: 2, altitude: 2373, icao: CYEG, descr: Edmonton International Airport, longest: 11000, city: Edmonton}"
[Airport],8713,"{id: 87, iata: CGN, location: point({srid:4326, x:7.1427397728, y:50.8658981323}), runways: 3, altitude: 302, icao: EDDK, descr: Cologne Bonn Airport, longest: 12516, city: Cologne}"
[Airport],8714,"{id: 88, iata: LCY, location: point({srid:4326, x:0.055278, y:51.505278}), runways: 1, altitude: 19, icao: EGLC, descr: London City Airport, longest: 4948, city: London}"
[Airport],8715,"{id: 89, iata: GOT, location: point({srid:4326, x:12.2798004150391, y:57.6627998352051}), runways: 1, altitude: 506, icao: ESGG, descr: Gothenburg-Landvetter Airport, longest: 10823, city: Gothenburg}"
[Airport],8716,"{id: 90, iata: VCE, location: point({srid:4326, x:12.3519001007, y:45.5052986145}), runways: 2, altitude: 7, icao: LIPZ, descr: Venice Marco Polo Airport, longest: 10827, city: Venice}"
[Airport],8717,"{id: 91, iata: SNN, location: point({srid:4326, x:-8.92481994628906, y:52.7019996643066}), runways: 5, altitude: 46, icao: EINN, descr: Shannon Airport, longest: 10495, city: Shannon}"
[Airport],8718,"{id: 92, iata: OSL, location: point({srid:4326, x:11.1003999710083, y:60.1939010620117}), runways: 2, altitude: 681, icao: ENGM, descr: Oslo Gardermoen Airport, longest: 11811, city: Oslo}"
[Airport],8719,"{id: 93, iata: ARN, location: point({srid:4326, x:17.9186000823975, y:59.6519012451172}), runways: 3, altitude: 137, icao: ESSA, descr: Stockholm-Arlanda Airport, longest: 10830, city: Stockholm}"
[Airport],8720,"{id: 94, iata: STN, location: point({srid:4326, x:0.234999999404, y:51.8849983215}), runways: 1, altitude: 348, icao: EGSS, descr: London Stansted Airport, longest: 10003, city: London}"
[Airport],8721,"{id: 95, iata: EMA, location: point({srid:4326, x:-1.32806003094, y:52.8311004639}), runways: 1, altitude: 306, icao: EGNX, descr: East Midlands Airport, longest: 9491, city: Nottingham}"
[Airport],8722,"{id: 96, iata: EDI, location: point({srid:4326, x:-3.37249994277954, y:55.9500007629395}), runways: 3, altitude: 135, icao: EGPH, descr: Edinburgh Airport, longest: 8400, city: Edinburgh}"
[Airport],8723,"{id: 97, iata: GLA, location: point({srid:4326, x:-4.43306016922, y:55.8718986511}), runways: 2, altitude: 26, icao: EGPF, descr: Glasgow International Airport, longest: 8720, city: Glasgow}"
[Airport],8724,"{id: 98, iata: LPL, location: point({srid:4326, x:-2.8497200012207, y:53.3335990905762}), runways: 1, altitude: 80, icao: EGGP, descr: Liverpool John Lennon Airport, longest: 7500, city: Liverpool}"
[Airport],8725,"{id: 99, iata: YYC, location: point({srid:4326, x:-114.019996643, y:51.113899231}), runways: 3, altitude: 3557, icao: CYYC, descr: Calgary International Airport, longest: 12675, city: Calgary}"
[Airport],8726,"{id: 100, iata: MNL, location: point({srid:4326, x:121.019996643, y:14.508600235}), runways: 2, altitude: 75, icao: RPLL, descr: Manila, Ninoy Aquino International Airport, longest: 12261, city: Manila}"
[Airport],8727,"{id: 101, iata: BKK, location: point({srid:4326, x:100.747001647949, y:13.6810998916626}), runways: 2, altitude: 5, icao: VTBS, descr: Suvarnabhumi Bangkok International Airport, longest: 13123, city: Bangkok}"
[Airport],8728,"{id: 102, iata: DME, location: point({srid:4326, x:37.9062995910645, y:55.4087982177734}), runways: 3, altitude: 588, icao: UUDD, descr: Moscow, Domodedovo International Airport, longest: 12448, city: Moscow}"
[Airport],8729,"{id: 103, iata: SVO, location: point({srid:4326, x:37.4146003723145, y:55.972599029541}), runways: 2, altitude: 622, icao: UUEE, descr: Moscow, Sheremetyevo International Airport, longest: 12139, city: Moscow}"
[Airport],8730,"{id: 104, iata: ITM, location: point({srid:4326, x:135.438003540039, y:34.7854995727539}), runways: 2, altitude: 50, icao: RJOO, descr: Osaka International Airport, longest: 9840, city: Osaka}"
[Airport],8731,"{id: 105, iata: HND, location: point({srid:4326, x:139.779998779297, y:35.5522994995117}), runways: 4, altitude: 35, icao: RJTT, descr: Tokyo Haneda International Airport, longest: 9840, city: Tokyo}"
[Airport],8732,"{id: 106, iata: DOH, location: point({srid:4326, x:51.608056, y:25.273056}), runways: 2, altitude: 13, icao: OTHH, descr: Doha, Hamad International Airport, longest: 15912, city: Doha}"
[Airport],8733,"{id: 107, iata: ORY, location: point({srid:4326, x:2.35944008827, y:48.7252998352}), runways: 3, altitude: 291, icao: LFPO, descr: Paris, Orly Airport, longest: 11975, city: Paris}"
[Airport],8734,"{id: 108, iata: NCE, location: point({srid:4326, x:7.21586990356, y:43.6584014893}), runways: 2, altitude: 12, icao: LFMN, descr: Nice-Cote d'Azur Airport, longest: 9712, city: Nice}"
[Airport],8735,"{id: 109, iata: MXP, location: point({srid:4326, x:8.72811031342, y:45.6305999756}), runways: 2, altitude: 768, icao: LIMC, descr: Milan, Malpensa International Airport, longest: 12861, city: Milan}"
[Airport],8736,"{id: 110, iata: ATH, location: point({srid:4326, x:23.9444999695, y:37.9364013672}), runways: 2, altitude: 308, icao: LGAV, descr: Athens, Eleftherios Venizelos International Airport, longest: 13123, city: Athens}"
[Airport],8737,"{id: 111, iata: ZAG, location: point({srid:4326, x:16.0687999725, y:45.7429008484}), runways: 1, altitude: 353, icao: LDZA, descr: Zagreb Airport, longest: 10669, city: Zagreb}"
[Airport],8738,"{id: 112, iata: BUD, location: point({srid:4326, x:19.2555999756, y:47.4369010925}), runways: 2, altitude: 495, icao: LHBP, descr: Budapest Ferenc Liszt International Airport, longest: 12162, city: Budapest}"
[Airport],8739,"{id: 113, iata: ALC, location: point({srid:4326, x:-0.55815601348877, y:38.2821998596191}), runways: 1, altitude: 142, icao: LEAL, descr: Alicante International Airport, longest: 9842, city: Alicante}"
[Airport],8740,"{id: 114, iata: BIO, location: point({srid:4326, x:-2.91060996055603, y:43.3011016845703}), runways: 2, altitude: 138, icao: LEBB, descr: Bilbao Airport, longest: 8530, city: Bilbao}"
[Airport],8741,"{id: 115, iata: IBZ, location: point({srid:4326, x:1.37311995029, y:38.8728981018}), runways: 1, altitude: 24, icao: LEIB, descr: Ibiza Airport, longest: 9186, city: Ibiza}"
[Airport],8742,"{id: 116, iata: MAH, location: point({srid:4326, x:4.21864986419678, y:39.8625984191895}), runways: 2, altitude: 302, icao: LEMH, descr: Menorca Airport, longest: 7710, city: Menorca}"
[Airport],8743,"{id: 117, iata: CCJ, location: point({srid:4326, x:75.9552993774, y:11.1367998123}), runways: 1, altitude: 342, icao: VOCL, descr: Calicut International Airport, longest: 9383, city: Calicut}"
[Airport],8744,"{id: 118, iata: HYD, location: point({srid:4326, x:78.4298553467, y:17.2313175201}), runways: 1, altitude: 2024, icao: VOHS, descr: Hyderabad, Rajiv Gandhi International Airport, longest: 13976, city: Hyderabad}"
[Airport],8745,"{id: 119, iata: MAA, location: point({srid:4326, x:80.1692962646484, y:12.9900054931641}), runways: 2, altitude: 52, icao: VOMM, descr: Chennai International Airport, longest: 12001, city: Chennai}"
[Airport],8746,"{id: 120, iata: CCU, location: point({srid:4326, x:88.4467010498047, y:22.6546993255615}), runways: 2, altitude: 16, icao: VECC, descr: Kolkata, Netaji Subhash Chandra Bose International Airport, longest: 11900, city: Kolkata}"
[Airport],8747,"{id: 121, iata: BLR, location: point({srid:4326, x:77.7062988281, y:13.1978998184}), runways: 1, altitude: 3000, icao: VOBL, descr: Bengaluru International Airport, longest: 13123, city: Bengaluru}"
[Airport],8748,"{id: 122, iata: ICN, location: point({srid:4326, x:126.450996398926, y:37.4691009521484}), runways: 3, altitude: 23, icao: RKSI, descr: Seoul, Incheon International Airport, longest: 13000, city: Seoul}"
[Airport],8749,"{id: 123, iata: YYT, location: point({srid:4326, x:-52.7518997192, y:47.618598938}), runways: 3, altitude: 461, icao: CYYT, descr: St. John's International Airport, longest: 8502, city: St. John's}"
[Airport],8750,"{id: 124, iata: TFN, location: point({srid:4326, x:-16.3414993286, y:28.4827003479}), runways: 1, altitude: 2076, icao: GCXO, descr: Tenerife Norte Airport, longest: 11155, city: Tenerife}"
[Airport],8751,"{id: 125, iata: CPT, location: point({srid:4326, x:18.6016998291, y:-33.9648017883}), runways: 2, altitude: 151, icao: FACT, descr: Cape Town International Airport, longest: 10502, city: Cape Town}"
[Airport],8752,"{id: 126, iata: JNB, location: point({srid:4326, x:28.2460002899, y:-26.1392002106}), runways: 2, altitude: 5558, icao: FAJS, descr: Johannesburg, OR Tambo International Airport, longest: 14495, city: Johannesburg}"
[Airport],8753,"{id: 127, iata: DUR, location: point({srid:4326, x:31.1197222222, y:-29.6144444444}), runways: 1, altitude: 295, icao: FALE, descr: Durban, King Shaka International Airport, longest: 12139, city: Durban}"
[Airport],8754,"{id: 128, iata: NBO, location: point({srid:4326, x:36.9277992249, y:-1.31923997402}), runways: 1, altitude: 5330, icao: HKJK, descr: Nairobi, Jomo Kenyatta International Airport, longest: 13507, city: Nairobi}"
[Airport],8755,"{id: 129, iata: MBA, location: point({srid:4326, x:39.5942001342773, y:-4.03483009338379}), runways: 2, altitude: 200, icao: HKMO, descr: Mombasa Moi International Airport, longest: 10991, city: Mombasa}"
[Airport],8756,"{id: 130, iata: MVD, location: point({srid:4326, x:-56.0307998657227, y:-34.8384017944336}), runways: 3, altitude: 105, icao: SUMU, descr: Montevideo, Carrasco International /General C L Berisso Airport, longest: 10499, city: Montevideo}"
[Airport],8757,"{id: 131, iata: GIG, location: point({srid:4326, x:-43.2505569458, y:-22.8099994659}), runways: 2, altitude: 28, icao: SBGL, descr: Rio de Janeiro ,Galeao Antonio Carlos Jobim International Airport, longest: 13123, city: Rio de Janeiro}"
[Airport],8758,"{id: 132, iata: GRU, location: point({srid:4326, x:-46.4730567932129, y:-23.4355564117432}), runways: 1, altitude: 2459, icao: SBGR, descr: Sao Paulo, Guarulhos - Governador Andras Franco Montoro International Airport, longest: 12139, city: Sao Paulo}"
